sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 79,2.5,2244.0,450000.00000000006,-1886488.0,-36.47
sector 110,0.22,543.0,39600.00000000001,-196276.0,-40.43
sohna road,0.3,711.0,54000.00000000001,-260781.0,-39.81
sector 89,1.25,1288.0,225000.00000000003,-958712.0,-36.85
sector 26,13.5,4518.0,2430000.0000000005,-9756253.0,-35.47
sector 91,2.5,3400.0,450000.00000000006,-1941976.0,-37.14
sector 43,6.5,1836.0,1170000.0000000002,-4688945.0,-35.43
sector 43,2.35,1527.0,423000.00000000006,-1746245.0,-36.11
sector 53,5.0,3222.0,900000.0000000001,-3697208.0,-36.0
sector 113,2.35,2210.0,423000.00000000006,-1779029.0,-36.54
sector 7,0.9,900.0,162000.00000000003,-693159.0,-36.94
sector 83,1.35,1387.0,243000.00000000003,-1034015.0,-36.82
sector 70,1.8,1527.0,324000.00000000006,-1358215.0,-36.47
sector 102,2.15,1945.0,387000.00000000006,-1625207.0,-36.51
sector 43,5.8,2801.0,1044000.0000000001,-4241408.0,-35.75
sector 57,4.7,2160.0,846000.0000000001,-3434578.0,-35.73
sector 68,0.9,1311.0,162000.00000000003,-712887.0,-37.6
sector 104,0.4,514.0,72000.00000000001,-321876.0,-37.97
sector 109,1.72,1797.0,309600.00000000006,-1314734.0,-36.77
sector 4,0.4,432.0,72000.00000000001,-317940.0,-37.68
sector 92,1.55,1805.0,279000.00000000006,-1195181.0,-36.97
sector 50,3.99,4500.0,718200.0000000001,-3045986.0,-36.74
sector 81,2.3,2280.0,414000.00000000006,-1747114.0,-36.62
sector 67,2.99,2200.0,538200.0000000001,-2230076.0,-36.2
sector 65,2.8,1650.0,504000.00000000006,-2069629.0,-35.99
sector 52,5.0,5200.0,900000.0000000001,-3792152.0,-36.59
sohna road,1.07,1600.0,192600.00000000003,-846696.0,-37.58
sector 81,1.45,1352.0,261000.00000000003,-1102886.0,-36.65
sohna road,1.01,1184.0,181800.00000000003,-784397.0,-37.14
sector 73,17.0,9000.0,3060000.0000000005,-12440675.0,-35.76
sector 48,1.6,1700.0,288000.00000000006,-1225416.0,-36.81
sector 105,0.6,450.0,108000.00000000001,-459906.0,-36.83
sector 113,3.05,2600.0,549000.0000000001,-2291606.0,-36.37
sector 66,3.98,2200.0,716400.0000000001,-2928531.0,-35.89
sector 69,1.75,2056.0,315000.00000000006,-1348331.0,-36.95
sector 62,6.5,3925.0,1170000.0000000002,-4789217.0,-35.92
sector 69,1.43,1428.0,257400.00000000003,-1092424.0,-36.76
sector 6,0.4,1600.0,72000.00000000001,-374004.0,-41.57
sector 76,3.5,2937.0,630000.0000000001,-2625262.0,-36.33
sector 102,1.92,2222.0,345600.00000000006,-1476236.0,-36.91
sector 9,0.75,1433.0,135000.00000000003,-612917.0,-38.34
sohna road,0.39,720.0,70200.00000000001,-324709.0,-38.78
sohna road,0.54,939.0,97200.00000000001,-441048.0,-38.32
sector 81,2.5,1700.0,450000.00000000006,-1860376.0,-36.15
sector 3,1.25,1161.0,225000.00000000003,-952616.0,-36.7
sector 9,1.5,1833.0,270000.00000000006,-1161249.0,-37.07
sector 102,1.52,1315.0,273600.00000000006,-1150496.0,-36.54
sector 83,0.83,1154.0,149400.00000000003,-655966.0,-37.55
sector 108,3.0,2204.25,540000.0000000001,-2237335.0,-36.2
sector 92,0.95,1895.0,171000.00000000003,-776195.0,-38.33
sector 86,0.5,573.0,90000.00000000001,-395259.0,-37.55
sector 46,3.55,1449.0,639000.0000000001,-2589114.0,-35.68
sector 51,0.3,80.0,54000.00000000001,-230493.0,-36.89
sector 57,3.5,1620.0,630000.0000000001,-2562046.0,-35.77
sector 79,1.7,1659.0,306000.00000000006,-1294000.0,-36.67
sector 54,4.86,1875.0,874800.0000000001,-3533780.0,-35.61
sector 92,0.5,1000.0,90000.00000000001,-415755.0,-38.75
sector 102,2.6,2351.0,468000.00000000006,-1962175.0,-36.47
sector 102,1.4,1413.0,252000.00000000003,-1070538.0,-36.78
sector 26,18.9,4518.0,3402000.0000000005,-13566009.0,-35.32
sector 17,3.5,1440.0,630000.0000000001,-2553406.0,-35.69
sector 102,2.5,2894.0,450000.00000000006,-1917688.0,-36.85
sector 7,0.8,1100.0,144000.00000000003,-632208.0,-37.55
sector 104,1.75,1529.0,315000.00000000006,-1323035.0,-36.51
sector 59,5.8,3361.0,1044000.0000000001,-4268288.0,-35.89
sector 49,2.0,2492.0,360000.00000000006,-1545637.0,-37.02
sector 58,2.2,1528.0,396000.00000000006,-1640467.0,-36.19
sector 81,3.5,2577.0,630000.0000000001,-2607982.0,-36.18
manesar,1.6,2611.0,288000.00000000006,-1269144.0,-37.63
sector 85,2.15,2179.0,387000.00000000006,-1636439.0,-36.67
sector 95,0.2,407.0,36000.00000000001,-175638.0,-40.05
sector 81,3.0,2882.0,540000.0000000001,-2269867.0,-36.53
sohna road,0.58,822.0,104400.00000000001,-463652.0,-37.82
sector 65,2.85,1828.0,513000.00000000006,-2113448.0,-36.07
sector 102,2.4,2334.0,432000.00000000006,-1820257.0,-36.59
sector 72,6.5,3846.0,1170000.0000000002,-4785425.0,-35.9
sector 79,1.28,1265.0,230400.00000000003,-978773.0,-36.78
manesar,0.85,1508.0,153000.00000000003,-687068.0,-38.08
sector 110,4.25,3511.0,765000.0000000001,-3181947.0,-36.29
sector 103,0.8,1089.0,144000.00000000003,-631680.0,-37.53
sector 65,2.25,1592.0,405000.00000000006,-1678814.0,-36.21
sector 109,10.0,3600.0,1800000.0000000002,-7242903.0,-35.53
sector 37d,0.8,860.0,144000.00000000003,-620688.0,-37.12
sector 59,4.02,2550.0,723600.0,-2973551.0,-36.01
sector 103,2.4,2456.0,432000.00000000006,-1826113.0,-36.66
sector 83,1.12,1500.0,201600.00000000006,-877172.0,-37.34
sector 84,1.05,1896.0,189000.00000000003,-846794.0,-38.02
sector 56,1.7,1585.0,306000.00000000006,-1290448.0,-36.61
sector 85,2.1,2600.0,378000.00000000006,-1621372.0,-37.0
sector 24,4.25,3201.0,765000.0000000001,-3167067.0,-36.18
sector 102,2.22,2000.0,399600.0000000001,-1677233.0,-36.5
sector 11,3.08,2700.0,554400.0000000001,-2317572.0,-36.4
sector 102,2.5,1653.0,450000.00000000006,-1858120.0,-36.12
sector 70a,0.95,930.0,171000.00000000003,-729875.0,-36.89
sector 43,9.5,2250.0,1710000.0000000002,-6825348.0,-35.34
sector 37,0.87,1300.0,156600.00000000003,-691194.0,-37.67
sector 6,0.6,790.0,108000.00000000001,-476226.0,-37.65
sector 69,1.2,1222.0,216000.00000000003,-920268.0,-36.85
sector 107,1.3,1554.0,234000.00000000003,-1006755.0,-37.07
sohna road,0.9,1120.0,162000.00000000003,-703719.0,-37.3
sector 65,2.36,1493.0,424800.00000000006,-1751668.0,-36.09
sector 33,1.3,1095.0,234000.00000000003,-984723.0,-36.56
sector 33,0.4,724.0,72000.00000000001,-331956.0,-38.7
sector 37,0.9,1500.0,162000.00000000003,-721959.0,-37.9
sector 54,4.85,1875.0,873000.0000000001,-3526725.0,-35.62
sohna road,0.54,922.0,97200.00000000001,-440232.0,-38.28
sector 85,1.5,2017.0,270000.00000000006,-1170081.0,-37.24
sector 107,1.29,1690.0,232200.00000000003,-1006228.0,-37.24
sohna road,2.6,4986.0,468000.00000000006,-2088655.0,-37.93
sector 26,4.5,1350.0,810000.0000000001,-3254596.0,-35.49
sector 12,0.35,360.0,63000.00000000001,-279209.0,-37.77
sector 70,1.62,1527.0,291600.00000000006,-1231223.0,-36.64
sector 85,1.3,1491.0,234000.00000000003,-1003731.0,-37.0
sector 109,1.88,2765.0,338400.00000000006,-1474079.0,-37.36
sector 109,1.7,1550.0,306000.00000000006,-1288768.0,-36.58
sector 46,4.35,1836.0,783000.0000000001,-3172098.0,-35.68
sector 85,2.15,2545.0,387000.00000000006,-1654007.0,-36.92
sector 68,1.45,1365.0,261000.00000000003,-1103510.0,-36.67
sector 86,0.78,1360.0,140400.00000000003,-630578.0,-38.08
sector 58,3.83,2000.0,689400.0000000001,-2813104.0,-35.85
sector 92,0.62,1498.0,111600.00000000001,-524320.0,-39.15
sector 106,1.4,1535.0,252000.00000000003,-1076394.0,-36.9
sector 49,0.94,746.0,169200.00000000003,-713988.0,-36.62
sector 109,2.0,2380.0,360000.00000000006,-1540261.0,-36.94
gwal pahari,7.0,5430.0,1260000.0000000002,-5214212.0,-36.17
sector 49,0.8,720.0,144000.00000000003,-613968.0,-36.86
sector 72,8.6,7000.0,1548000.0000000002,-6418389.0,-36.22
sector 110,3.45,3077.0,621000.0000000001,-2596707.0,-36.41
sector 50,7.0,2160.0,1260000.0000000002,-5057252.0,-35.47
sector 90,1.8,2005.0,324000.00000000006,-1381159.0,-36.86
sector 85,1.49,2017.0,268200.00000000006,-1163026.0,-37.26
sohna road,0.88,1016.0,158400.00000000003,-684617.0,-37.18
sector 14,7.5,4518.0,1350000.0000000002,-5523191.0,-35.91
sector 70a,4.0,6000.0,720000.0000000001,-3125041.0,-37.28
sector 86,1.25,1339.0,225000.00000000003,-961160.0,-36.91
sector 43,8.5,2700.0,1530000.0000000002,-6141438.0,-35.47
sector 43,2.5,2398.0,450000.00000000006,-1893880.0,-36.56
sohna road,0.78,1344.0,140400.00000000003,-629810.0,-38.05
sector 12,3.5,4800.0,630000.0000000001,-2714686.0,-37.11
sohna road,0.68,916.0,122400.00000000003,-538715.0,-37.6
sohna road,0.75,1350.0,135000.00000000003,-608933.0,-38.18
sector 89,1.13,1473.0,203400.0,-882931.0,-37.28
sector 104,0.98,1490.0,176400.00000000003,-777920.0,-37.65
sector 90,1.29,1540.0,232200.00000000003,-999028.0,-37.07
sohna road,0.3,524.0,54000.00000000001,-251805.0,-38.97
sector 84,2.24,3165.0,403200.0000000001,-1747263.0,-37.24
sector 33,2.15,1439.0,387000.00000000006,-1600919.0,-36.16
sector 104,2.52,2800.0,453600.00000000006,-1927286.0,-36.78
sector 2,0.7,900.0,126000.00000000001,-552057.0,-37.5
sector 102,1.75,1748.0,315000.00000000006,-1333547.0,-36.7
sector 5,3.75,3400.0,675000.0000000001,-2823864.0,-36.42
sector 50,15.0,4500.0,2700000.0000000005,-10813655.0,-35.42
sector 82,1.4,1700.0,252000.00000000003,-1084314.0,-37.08
sector 7,2.4,2700.0,432000.00000000006,-1837825.0,-36.81
sector 112,2.6,2441.0,468000.00000000006,-1966495.0,-36.52
sector 62,2.1,1365.0,378000.00000000006,-1562092.0,-36.14
sector 86,0.43,557.0,77400.00000000001,-345105.0,-37.91
sector 50,3.25,2819.0,585000.0000000001,-2443220.0,-36.38
sector 47,8.81,3240.0,1585800.0000000002,-6386066.0,-35.54
sector 36,0.4,436.0,72000.00000000001,-318132.0,-37.7
sector 65,2.85,2194.0,513000.00000000006,-2131016.0,-36.26
sector 43,9.85,3323.0,1773000.0000000002,-7123780.0,-35.49
sector 90,1.25,1608.0,225000.00000000003,-974072.0,-37.22
sector 62,3.95,2876.0,711000.0000000001,-2939814.0,-36.15
sector 28,1.24,1050.0,223200.00000000003,-940233.0,-36.58
sector 9,1.3,2580.0,234000.00000000003,-1056003.0,-38.19
sector 25,4.31,1350.0,775800.0,-3120549.0,-35.52
sector 92,0.6,1333.0,108000.00000000001,-502290.0,-38.91
sector 65,3.29,1828.0,592200.0000000001,-2423873.0,-35.92
sector 12,2.75,2228.0,495000.00000000006,-2062097.0,-36.32
sector 50,2.7,2357.0,486000.00000000006,-2033014.0,-36.42
sector 69,1.51,1325.0,271800.00000000006,-1143921.0,-36.56
sector 79,2.55,2675.0,459000.00000000006,-1942451.0,-36.69
sector 56,2.09,2300.0,376200.00000000006,-1599917.0,-36.8
sector 56,1.37,1450.0,246600.00000000006,-1051149.0,-36.86
sohna road,0.48,995.0,86400.00000000001,-401405.0,-38.88
sector 40,2.15,900.0,387000.00000000006,-1575047.0,-35.79
sector 81,3.46,2599.0,622800.0000000001,-2580818.0,-36.2
sector 26,19.0,4500.0,3420000.0000000005,-13635696.0,-35.32
sector 85,2.5,2013.0,450000.00000000006,-1875400.0,-36.33
sohna road,0.75,1081.0,135000.00000000003,-596021.0,-37.68
sector 65,3.0,1667.0,540000.0000000001,-2211547.0,-35.93
sector 83,1.12,1200.0,201600.00000000006,-862772.0,-36.95
sector 92,1.42,1738.0,255600.00000000003,-1100249.0,-37.09
sector 91,1.9,2465.0,342000.00000000006,-1473790.0,-37.11
sector 50,7.42,3200.0,1335600.0000000002,-5403486.0,-35.65
sector 82,1.25,1774.0,225000.00000000003,-982040.0,-37.41
sector 102,2.12,1852.0,381600.00000000006,-1599578.0,-36.47
sector 33,1.7,1500.0,306000.00000000006,-1286368.0,-36.53
sector 61,1.47,1278.0,264600.00000000006,-1113444.0,-36.56
sector 82,1.39,1955.0,250200.0,-1089499.0,-37.35
sector 83,1.75,1600.0,315000.00000000006,-1326443.0,-36.57
sector 62,2.45,1200.0,441000.00000000006,-1801100.0,-35.87
sector 67,8.0,3600.0,1440000.0000000002,-5831882.0,-35.67
sector 106,1.32,1535.0,237600.00000000003,-1019954.0,-37.02
sector 107,0.52,717.0,93600.00000000001,-416281.0,-37.85
sector 113,1.45,1080.0,261000.00000000003,-1089830.0,-36.38
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 81,1.15,1352.0,207000.00000000003,-891233.0,-37.09
sector 43,2.1,549.0,378000.00000000006,-1522924.0,-35.55
sector 105,0.65,720.0,117000.00000000001,-508142.0,-37.29
sector 88a,1.31,1463.0,235800.00000000003,-1009442.0,-36.96
sector 83,0.75,1150.0,135000.00000000003,-599333.0,-37.81
sector 104,1.8,2544.0,324000.00000000006,-1407031.0,-37.29
sector 109,2.22,1860.0,399600.0000000001,-1670513.0,-36.41
sector 102,1.4,1300.0,252000.00000000003,-1065114.0,-36.66
sector 2,2.55,1557.0,459000.00000000006,-1888787.0,-36.04
sector 25,10.5,3618.0,1890000.0000000002,-7596522.0,-35.5
sector 37,1.4,2343.0,252000.00000000003,-1115178.0,-37.73
sohna road,0.52,913.0,93600.00000000001,-425689.0,-38.38
sohna road,0.3,605.0,54000.00000000001,-255693.0,-39.33
sector 102,1.9,1757.0,342000.00000000006,-1439806.0,-36.57
sector 48,8.5,3240.0,1530000.0000000002,-6167358.0,-35.57
sector 54,2.0,60.0,360000.00000000006,-1428901.0,-35.21
sector 65,2.79,2194.0,502200.00000000006,-2088686.0,-36.29
sector 25,11.0,3096.0,1980000.0000000002,-7924221.0,-35.4
sector 84,0.85,1561.0,153000.00000000003,-689612.0,-38.16
sector 76,0.55,823.0,99000.00000000001,-442535.0,-37.97
sector 48,2.75,2574.0,495000.00000000006,-2078705.0,-36.51
sector 28,2.1,900.0,378000.00000000006,-1539772.0,-35.81
sector 23,2.4,2000.0,432000.00000000006,-1804225.0,-36.38
sohna road,0.9,1100.0,162000.00000000003,-702759.0,-37.27
sector 37d,1.25,2283.0,225000.00000000003,-1006472.0,-37.99
sector 65,12.5,3600.0,2250000.0000000005,-9006679.0,-35.41
sector 95,0.28,694.0,50400.000000000015,-245855.0,-40.05
sector 26,5.5,1800.0,990000.0000000001,-3981707.0,-35.51
sector 4,0.5,450.0,90000.00000000001,-389355.0,-37.2
sector 26,6.0,1800.0,1080000.0000000002,-4334462.0,-35.47
sector 85,0.72,1350.0,129600.00000000001,-587767.0,-38.31
sector 69,1.36,1291.0,244800.00000000006,-1036462.0,-36.7
sector 80,1.1,1580.0,198000.00000000003,-866901.0,-37.48
sector 69,1.95,1819.0,351000.00000000006,-1478057.0,-36.57
sector 86,1.27,1800.0,228600.00000000003,-997398.0,-37.4
sector 85,1.19,1670.0,214200.00000000003,-934717.0,-37.4
sector 37d,2.08,2211.0,374400.00000000006,-1588589.0,-36.75
sector 102,1.2,1073.0,216000.00000000003,-913116.0,-36.66
sohna road,0.07,33.0,12600.000000000004,-65970.0,-41.76
sector 109,5.7,5400.0,1026000.0000000001,-4295609.0,-36.44
sector 25,9.5,2844.0,1710000.0000000002,-6853860.0,-35.44
sector 81,0.96,1194.0,172800.00000000003,-749602.0,-37.27
sector 81,2.35,1558.0,423000.00000000006,-1747733.0,-36.13
sector 61,2.2,1721.0,396000.00000000006,-1649731.0,-36.32
sector 48,5.15,2727.0,927000.0000000001,-3779274.0,-35.83
sector 61,1.65,1333.0,297000.00000000006,-1243076.0,-36.43
sector 33,1.35,1398.0,243000.00000000003,-1034543.0,-36.83
sector 37d,0.5,778.0,90000.00000000001,-405099.0,-38.13
sector 70a,6.0,2700.0,1080000.0000000002,-4377662.0,-35.69
sector 109,2.1,2100.0,378000.00000000006,-1597372.0,-36.66
sector 70,1.1,1350.0,198000.00000000003,-855861.0,-37.18
sector 4,0.43,722.0,77400.00000000001,-353025.0,-38.45
manesar,1.25,2946.0,225000.00000000003,-1038296.0,-38.72
sector 89,1.6,1774.0,288000.00000000006,-1228968.0,-36.88
sector 82a,2.6,2273.0,468000.00000000006,-1958431.0,-36.43
sector 83,1.4,2167.0,252000.00000000003,-1106730.0,-37.55
sector 67,2.78,2047.0,500400.0,-2074575.0,-36.21
sector 2,0.56,722.0,100800.00000000003,-444742.0,-37.66
sector 77,2.1,1600.0,378000.00000000006,-1573372.0,-36.3
sector 56,2.95,1449.0,531000.0000000001,-2165807.0,-35.84
sector 65,2.6,1650.0,468000.00000000006,-1928527.0,-36.07
sector 37,0.7,1299.0,126000.00000000001,-571209.0,-38.3
sector 25,10.85,2844.0,1953000.0000000002,-7806299.0,-35.37
manesar,1.0,2480.0,180000.00000000003,-839550.0,-38.98
sector 4,0.55,75.0,99000.00000000001,-406631.0,-36.0
sector 31,3.69,1557.0,664200.0000000001,-2693069.0,-35.7
sector 85,2.0,2179.0,360000.00000000006,-1530613.0,-36.8
sector 106,1.17,1186.0,210600.00000000003,-897375.0,-36.85
sector 12,1.5,1350.0,270000.00000000006,-1138065.0,-36.6
sector 70a,1.25,1402.0,225000.00000000003,-964184.0,-36.98
sector 67,1.2,200.0,216000.00000000003,-871212.0,-35.58
sector 81,0.9,1231.0,162000.00000000003,-709047.0,-37.47
sector 65,1.7,1081.0,306000.00000000006,-1266256.0,-36.17
sector 50,2.65,2491.0,477000.00000000006,-2004170.0,-36.52
sohna road,1.05,1175.97,189000.00000000003,-812232.0,-37.05
sector 60,3.7,2534.0,666000.0000000001,-2747020.0,-36.09
sector 57,3.49,1728.0,628200.0000000001,-2560175.0,-35.82
sector 37d,1.65,1699.0,297000.00000000006,-1260644.0,-36.76
sector 68,1.8,1845.0,324000.00000000006,-1373479.0,-36.73
sector 107,0.8,1204.0,144000.00000000003,-637200.0,-37.73
sector 12,1.7,2000.0,306000.00000000006,-1310368.0,-36.96
sohna road,0.27,619.0,48600.00000000001,-235200.0,-39.86
sector 8,0.45,556.0,81000.00000000001,-359168.0,-37.78
sector 106,0.87,1120.0,156600.00000000003,-682554.0,-37.38
sector 107,0.88,1236.0,158400.00000000003,-695177.0,-37.54
sector 67a,1.85,2556.0,333000.00000000006,-1442882.0,-37.24
sector 61,2.04,1595.0,367200.00000000006,-1530801.0,-36.34
sector 11,2.1,1215.0,378000.00000000006,-1554892.0,-36.03
sector 81,2.25,1929.0,405000.00000000006,-1694990.0,-36.43
sector 58,2.2,1244.0,396000.00000000006,-1626835.0,-36.0
sector 71,0.39,294.0,70200.00000000001,-304261.0,-37.25
sector 24,5.8,3700.0,1044000.0000000001,-4284560.0,-35.98
sector 81,0.95,1150.0,171000.00000000003,-740435.0,-37.22
sector 90,0.7,1502.0,126000.00000000001,-580953.0,-38.7
sector 37,1.27,1581.0,228600.00000000003,-986886.0,-37.15
sector 108,1.25,1991.0,225000.00000000003,-992456.0,-37.66
sector 82a,2.85,2179.0,513000.00000000006,-2130296.0,-36.25
sector 48,7.25,2592.0,1305000.0000000002,-5254366.0,-35.54
sohna road,0.75,1201.0,135000.00000000003,-601781.0,-37.9
sector 103,2.14,2718.0,385200.00000000006,-1655256.0,-37.04
sector 33,1.07,1253.0,192600.00000000003,-830040.0,-37.11
sector 85,2.6,2129.0,468000.00000000006,-1951519.0,-36.35
sector 112,9.5,7450.0,1710000.0000000002,-7074948.0,-36.17
sector 4,1.1,1800.0,198000.00000000003,-877461.0,-37.77
sector 107,1.3,1547.0,234000.00000000003,-1006419.0,-37.07
manesar,0.91,1900.0,163800.00000000003,-748214.0,-38.48
sector 106,1.14,1305.0,205200.0,-881922.0,-37.05
sector 9,0.6,558.0,108000.00000000001,-465090.0,-37.09
sector 104,0.6,1170.0,108000.00000000001,-494466.0,-38.54
sector 95,0.17,3569.0,30600.000000000007,-306249.0,-57.81
sector 28,3.0,2590.0,540000.0000000001,-2255851.0,-36.39
sector 85,1.31,1822.0,235800.00000000003,-1026674.0,-37.35
sector 99,3.2,3225.0,576000.0000000001,-2427433.0,-36.59
sector 106,1.0,940.0,180000.00000000003,-765630.0,-36.81
sector 68,1.85,1798.0,333000.00000000006,-1406498.0,-36.64
sector 103,0.8,1450.0,144000.00000000003,-649008.0,-38.16
sector 81,0.39,667.0,70200.00000000001,-322165.0,-38.59
sector 49,4.45,2880.0,801000.0000000001,-3292761.0,-36.02
sector 107,0.5,717.0,90000.00000000001,-402171.0,-37.96
sector 55,1.45,60.0,261000.00000000003,-1040870.0,-35.32
sohna road,0.5,591.0,90000.00000000001,-396123.0,-37.61
sector 30,3.55,2367.0,639000.0000000001,-2633178.0,-36.07
sector 33,8.0,7000.0,1440000.0000000002,-5995082.0,-36.31
sector 4,4.12,4635.0,741600.0000000001,-3144182.0,-36.73
sector 92,2.75,5000.0,495000.00000000006,-2195153.0,-37.78
sector 92,1.1,1778.0,198000.00000000003,-876405.0,-37.74
sector 92,1.6,1765.0,288000.00000000006,-1228536.0,-36.87
sector 89,1.25,1423.0,225000.00000000003,-965192.0,-37.0
sector 84,1.1,1584.0,198000.00000000003,-867093.0,-37.49
sector 91,0.89,1302.0,160200.00000000003,-705400.0,-37.62
sector 66,3.4,2200.0,612000.0000000001,-2519335.0,-36.05
sector 17,3.0,3000.0,540000.0000000001,-2275531.0,-36.59
sector 14,5.51,3249.0,991800.0000000001,-4058314.0,-35.91
sector 103,1.69,1670.0,304200.00000000006,-1287472.0,-36.69
sector 50,2.75,2400.0,495000.00000000006,-2070353.0,-36.42
sector 50,10.3,3240.0,1854000.0000000002,-7437276.0,-35.46
sector 95,0.56,896.0,100800.00000000003,-453094.0,-38.1
sector 40,1.5,300.0,270000.00000000006,-1087665.0,-35.55
sector 33,1.27,1252.0,228600.00000000003,-971094.0,-36.78
sector 103,1.25,2012.0,225000.00000000003,-993464.0,-37.68
sector 66,4.5,3321.0,810000.0000000001,-3349204.0,-36.15
sector 21,1.4,2172.0,252000.00000000003,-1106970.0,-37.56
sector 90,0.4,575.0,72000.00000000001,-324804.0,-38.19
sector 28,1.0,995.0,180000.00000000003,-768270.0,-36.89
sector 69,3.25,2910.0,585000.0000000001,-2447588.0,-36.42
sector 89,1.3,1581.0,234000.00000000003,-1008051.0,-37.1
sector 56,1.74,2400.0,313200.00000000006,-1357788.0,-37.25
sector 3,0.55,900.0,99000.00000000001,-446231.0,-38.17
sector 85,1.3,1130.0,234000.00000000003,-986403.0,-36.6
sector 17,0.29,891.0,52200.00000000001,-262366.0,-40.77
sohna road,0.5,725.0,90000.00000000001,-402555.0,-37.98
sector 41,7.25,2475.0,1305000.0000000002,-5248750.0,-35.52
sector 61,2.01,1549.0,361800.0,-1507428.0,-36.33
sector 49,1.79,1556.0,322200.00000000006,-1352551.0,-36.5
sector 37d,1.2,1000.0,216000.00000000003,-909612.0,-36.57
sector 108,1.7,3000.0,306000.00000000006,-1358368.0,-37.81
sector 70a,1.6,1416.0,288000.00000000006,-1211784.0,-36.55
sector 92,0.9,1240.0,162000.00000000003,-709479.0,-37.49
sector 109,1.9,2765.0,342000.00000000006,-1488190.0,-37.34
sector 102,1.9,2099.0,342000.00000000006,-1456222.0,-36.83
sector 86,1.25,1339.0,225000.00000000003,-961160.0,-36.91
sector 81,4.45,3850.0,801000.0000000001,-3339321.0,-36.34
sector 63,7.9,3950.0,1422000.0000000002,-5778131.0,-35.75
sector 63a,8.5,3132.0,1530000.0000000002,-6162174.0,-35.55
sector 66,2.4,1700.0,432000.00000000006,-1789825.0,-36.2
sector 113,1.5,1155.0,270000.00000000006,-1128705.0,-36.4
sector 37d,0.98,1675.0,176400.00000000003,-786800.0,-37.92
sector 65,2.29,1592.0,412200.00000000006,-1707035.0,-36.19
sector 71,1.3,2127.0,234000.00000000003,-1034259.0,-37.7
sector 63a,3.15,2153.0,567000.0000000001,-2340701.0,-36.11
sector 50,5.88,2160.0,1058400.0000000002,-4267081.0,-35.57
sector 99,1.6,2400.0,288000.00000000006,-1259016.0,-37.45
sector 54,5.75,2329.0,1035000.0000000001,-4183476.0,-35.63
sector 24,3.51,2844.0,631800.0000000001,-2627853.0,-36.29
sector 86,0.41,668.0,73800.0,-336323.0,-38.43
sector 81,2.29,2315.0,412200.00000000006,-1741739.0,-36.65
sector 66,9.01,5574.7,1621800.0000000002,-6639233.0,-35.92
sector 89,1.25,1581.0,225000.00000000003,-972776.0,-37.19
sector 65,13.2,12222.0,2376000.0000000005,-9914392.0,-36.36
sector 28,3.5,1350.0,630000.0000000001,-2549086.0,-35.65
sector 95,0.55,811.0,99000.00000000001,-441959.0,-37.94
sector 103,1.05,1365.0,189000.00000000003,-821306.0,-37.31
sector 85,1.2,1300.0,216000.00000000003,-924012.0,-36.94
sector 70,1.1,1444.0,198000.00000000003,-860373.0,-37.31
sector 104,1.85,2072.0,333000.00000000006,-1419650.0,-36.86
sector 10,1.1,1833.0,198000.00000000003,-879045.0,-37.81
sector 85,1.2,1491.0,216000.00000000003,-933180.0,-37.17
sector 102,1.26,1100.0,226800.00000000003,-956743.0,-36.61
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 69,1.5,1492.0,270000.00000000006,-1144881.0,-36.73
sector 82,1.6,2195.0,288000.00000000006,-1249176.0,-37.26
sector 2,4.95,2430.0,891000.0000000001,-3623916.0,-35.77
sector 79,1.91,2031.0,343800.00000000006,-1460013.0,-36.77
sohna road,0.56,913.0,100800.00000000003,-453910.0,-38.14
sector 112,4.75,3405.0,855000.0000000001,-3529614.0,-36.11
sector 109,12.0,7000.0,2160000.0000000005,-8817124.0,-35.86
sector 45,17.0,4500.0,3060000.0000000005,-12224675.0,-35.36
sector 102,0.95,915.0,171000.00000000003,-729155.0,-36.86
sector 37,0.95,1820.0,171000.00000000003,-772595.0,-38.22
sector 79,1.4,1556.0,252000.00000000003,-1077402.0,-36.93
sector 50,2.65,2470.0,477000.00000000006,-2003162.0,-36.51
sector 112,4.25,3000.0,765000.0000000001,-3157419.0,-36.11
sector 48,5.15,2364.0,927000.0000000001,-3761850.0,-35.72
sector 109,7.0,5400.0,1260000.0000000002,-5212772.0,-36.16
dwarka expressway,2.0,1357.0,360000.00000000006,-1491157.0,-36.19
sector 83,1.75,1549.0,315000.00000000006,-1323995.0,-36.53
sector 92,0.78,1083.0,140400.00000000003,-617282.0,-37.58
sohna road,0.5,900.0,90000.00000000001,-410955.0,-38.47
sector 104,2.6,2061.0,468000.00000000006,-1948255.0,-36.31
sector 90,1.26,1603.0,226800.00000000003,-980887.0,-37.2
sector 112,3.1,1500.0,558000.0000000001,-2274082.0,-35.82
sector 67a,2.0,1584.0,360000.00000000006,-1502053.0,-36.36
sector 92,0.75,1556.0,135000.00000000003,-618821.0,-38.56
sector 104,0.49,695.0,88200.00000000001,-394060.0,-37.96
sohna road,0.26,535.0,46800.00000000001,-224113.0,-39.6
sector 63a,2.1,1400.0,378000.00000000006,-1563772.0,-36.16
sector 65,2.24,1833.0,403200.0000000001,-1683327.0,-36.37
